Status,Customer Age,Dependents,Tenure,Total Relationship Count,Months Inactive,Contacts Made,Credit Limit,Total Revolving Balance,Average Revolving Available,Trans Amount Change,Total Trans Amount,Total Trans Count,Trans Count Change,Avg Utilization Ratio,Attrited,Gender_male,Education_College,Education_Doctorate,Education_Graduate,Education_High School,Education_Post-Graduate,Education_Uneducated,Education_Unknown,Marital Status_Divorced,Marital Status_Married,Marital Status_Single,Marital Status_Unknown,Income Level Code,Card Level_Blue,Card Level_Gold,Card Level_Platinum,Card Level_Silver,Avg Trans Amount,Avg Months between Contacts,Contacts per Relationship,Trans Amt per Credit Limit,Trans Count per Credit Limit,Total Rev Bal to Credit Limit,Avail Rev Bal to Credit Limit,Trans Amt to Count Change,Contacts per Inactive Mo
Existing Customer,63,0,55,4,1,4,3556.0,2517,1039.0,0.983,2279,56,0.6,0.708,0,1,0,0,1,0,0,0,0,0,1,0,0,3,1,0,0,0,40.69642857142857,11.0,1.0,0.640888638920135,0.015748031496062992,0.7078177727784027,0.2921822272215973,1.6383333333333334,4.0
Existing Customer,60,1,55,5,1,4,2661.0,1466,1195.0,0.631,1354,25,0.316,0.551,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,54.16,11.0,0.8,0.5088312664411875,0.009394964299135663,0.5509207065013153,0.4490792934986847,1.9968354430379747,4.0
Existing Customer,53,2,36,6,1,4,3506.0,1405,2101.0,0.7659999999999999,1999,48,0.655,0.401,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,41.645833333333336,7.2,0.6666666666666666,0.5701654306902453,0.013690815744438107,0.4007415858528237,0.5992584141471763,1.1694656488549617,4.0
Existing Customer,35,3,24,3,2,2,2066.0,1699,367.0,0.624,1895,43,0.536,0.8220000000000001,0,1,0,0,0,1,0,0,0,0,1,0,0,3,1,0,0,0,44.06976744186046,8.0,0.6666666666666666,0.9172313649564375,0.020813165537270088,0.8223620522749274,0.1776379477250726,1.164179104477612,1.0
Existing Customer,53,1,42,4,1,4,8329.0,877,7452.0,0.43200000000000005,1570,56,0.33299999999999996,0.105,0,1,0,0,0,0,0,0,1,0,1,0,0,5,1,0,0,0,28.035714285714285,8.4,1.0,0.18849801896986432,0.006723496218033378,0.10529475327170129,0.8947052467282988,1.2972972972972976,4.0
Existing Customer,58,2,48,4,1,0,2774.0,0,2774.0,0.721,1258,33,0.435,0.0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,38.121212121212125,48.0,0.0,0.4534967555875991,0.011896178803172314,0.0,1.0,1.657471264367816,0.0
Existing Customer,33,1,36,5,3,3,4134.0,1130,3004.0,1.222,2475,52,0.9259999999999999,0.273,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,47.59615384615385,9.0,0.6,0.5986937590711175,0.012578616352201259,0.2733430091920658,0.7266569908079342,1.3196544276457884,1.0
Existing Customer,53,1,36,5,2,2,11329.0,1180,10149.0,0.648,1213,33,0.5710000000000001,0.10400000000000001,0,1,0,0,1,0,0,0,0,0,1,0,0,4,1,0,0,0,36.75757575757576,12.0,0.4,0.10707035042810487,0.0029128784535263482,0.10415747197457852,0.8958425280254215,1.1348511383537652,1.0
Existing Customer,59,1,53,3,2,2,9055.0,1560,7495.0,0.696,1755,45,0.8,0.172,0,1,0,1,0,0,0,0,0,0,0,1,0,3,1,0,0,0,39.0,17.666666666666668,0.6666666666666666,0.19381557150745443,0.004969630038652678,0.17228050800662617,0.8277194919933738,0.8699999999999999,1.0
Existing Customer,37,1,32,6,2,2,17393.0,1409,15984.0,0.608,1692,38,0.652,0.081,0,1,0,0,0,1,0,0,0,0,1,0,0,5,1,0,0,0,44.526315789473685,10.666666666666666,0.3333333333333333,0.0972805151497729,0.0021847869832691312,0.08100960156384752,0.9189903984361525,0.9325153374233128,1.0
Existing Customer,50,4,43,6,3,4,5908.0,0,5908.0,0.8220000000000001,3313,72,0.7559999999999999,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,46.013888888888886,8.6,0.6666666666666666,0.5607650643195667,0.012186865267433988,0.0,1.0,1.0873015873015874,1.3333333333333333
Existing Customer,35,2,21,6,2,3,5825.0,1815,4010.0,1.1320000000000001,2820,62,0.879,0.312,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,45.483870967741936,5.25,0.5,0.48412017167381977,0.010643776824034334,0.311587982832618,0.688412017167382,1.2878270762229809,1.5
Existing Customer,28,0,16,5,1,3,3665.0,0,3665.0,0.737,1813,31,0.409,0.0,0,1,0,0,0,0,1,0,0,0,1,0,0,2,1,0,0,0,58.483870967741936,4.0,0.6,0.4946793997271487,0.008458390177353342,0.0,1.0,1.801955990220049,3.0
Existing Customer,37,3,31,4,2,2,3797.0,1425,2372.0,1.505,2555,44,0.833,0.375,0,1,0,0,0,0,0,1,0,0,1,0,0,4,1,0,0,0,58.06818181818182,10.333333333333334,0.5,0.6728996576244404,0.011588095865156703,0.37529628654200686,0.6247037134579931,1.8067226890756303,1.0
Existing Customer,39,3,28,4,3,4,3478.0,0,3478.0,0.65,2133,54,0.5429999999999999,0.0,0,1,0,0,1,0,0,0,0,0,1,0,0,2,1,0,0,0,39.5,5.6,1.0,0.6132834962622197,0.015526164462334674,0.0,1.0,1.1970534069981587,1.3333333333333333
Existing Customer,31,1,20,5,3,3,13734.0,0,13734.0,0.855,2566,74,0.762,0.0,0,1,0,0,0,0,1,0,0,0,0,1,0,2,1,0,0,0,34.67567567567568,5.0,0.6,0.18683559050531529,0.005388087956895296,0.0,1.0,1.1220472440944882,1.0
Existing Customer,37,3,23,4,3,2,3034.0,2167,867.0,0.711,2058,49,0.485,0.7140000000000001,0,1,0,0,1,0,0,0,0,0,1,0,0,3,1,0,0,0,42.0,7.666666666666667,0.5,0.6783124588002637,0.016150296638101518,0.7142386288727752,0.2857613711272248,1.4659793814432989,0.6666666666666666
Existing Customer,39,4,32,4,1,4,2973.0,2360,613.0,1.2570000000000001,2593,57,0.7809999999999999,0.794,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,45.49122807017544,6.4,1.0,0.8721829801547258,0.01917255297679112,0.7938109653548604,0.2061890346451396,1.6094750320102436,4.0
Existing Customer,38,2,31,4,1,2,24296.0,0,24296.0,0.7809999999999999,1886,48,0.5,0.0,0,1,0,0,1,0,0,0,0,0,1,0,0,4,1,0,0,0,39.291666666666664,10.333333333333334,0.5,0.07762594665788607,0.001975633849193283,0.0,1.0,1.5619999999999998,2.0
Existing Customer,35,3,30,3,1,3,8969.0,1226,7743.0,0.84,2568,59,0.735,0.13699999999999998,0,1,0,0,1,0,0,0,0,0,0,1,0,2,1,0,0,0,43.52542372881356,7.5,1.0,0.2863195450997882,0.006578213847697625,0.13669305385215744,0.8633069461478425,1.1428571428571428,3.0
Existing Customer,30,0,36,3,3,2,2550.0,1623,927.0,0.65,1870,51,0.275,0.636,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,36.666666666666664,12.0,0.6666666666666666,0.7333333333333333,0.02,0.6364705882352941,0.3635294117647059,2.3636363636363633,0.6666666666666666
Attrited Customer,48,3,35,5,1,3,10357.0,0,10357.0,0.506,911,25,0.19,0.0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,36.44,8.75,0.6,0.08795983392874385,0.002413826397605484,0.0,1.0,2.663157894736842,3.0
Existing Customer,33,2,21,5,1,4,1475.0,986,489.0,0.8959999999999999,1896,33,0.833,0.6679999999999999,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,57.45454545454545,4.2,0.8,1.2854237288135593,0.022372881355932205,0.6684745762711864,0.33152542372881355,1.0756302521008403,4.0
Existing Customer,47,3,36,3,6,2,5154.0,1407,3747.0,0.6659999999999999,1694,32,0.778,0.273,0,1,0,0,0,0,0,0,1,0,0,1,0,2,1,0,0,0,52.9375,12.0,0.6666666666666666,0.3286767559177338,0.006208769887466045,0.2729918509895227,0.7270081490104773,0.8560411311053984,0.3333333333333333
Existing Customer,37,2,36,6,2,4,3586.0,1414,2172.0,0.745,2780,57,0.727,0.39399999999999996,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,48.771929824561404,7.2,0.6666666666666666,0.7752370329057445,0.015895147796988286,0.3943112102621305,0.6056887897378694,1.0247592847317744,2.0
Existing Customer,38,3,28,3,1,2,4646.0,1680,2966.0,1.238,2234,35,0.667,0.36200000000000004,0,1,0,0,0,0,0,0,1,0,1,0,0,3,1,0,0,0,63.82857142857143,9.333333333333334,0.6666666666666666,0.4808437365475678,0.0075333620318553595,0.36160137752905724,0.6383986224709427,1.8560719640179908,2.0
Existing Customer,39,3,28,6,2,2,1640.0,1177,463.0,0.695,3124,66,0.784,0.718,0,1,1,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,47.333333333333336,9.333333333333334,0.3333333333333333,1.9048780487804877,0.04024390243902439,0.7176829268292683,0.2823170731707317,0.8864795918367346,1.0
Existing Customer,34,2,36,5,2,4,2379.0,1982,397.0,1.194,2966,50,1.381,0.833,0,1,0,0,0,0,0,0,1,0,1,0,0,3,1,0,0,0,59.32,7.2,0.8,1.2467423287095418,0.021017234131988232,0.8331231609920134,0.16687683900798655,0.8645908761766835,2.0
Existing Customer,65,0,56,3,3,2,3422.0,0,3422.0,0.929,1973,59,0.6859999999999999,0.0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,33.440677966101696,18.666666666666668,0.6666666666666666,0.5765634132086499,0.017241379310344827,0.0,1.0,1.3542274052478136,0.6666666666666666
Existing Customer,43,3,28,3,2,3,4365.0,0,4365.0,0.32,1720,40,0.379,0.0,0,1,0,0,1,0,0,0,0,0,0,0,1,3,1,0,0,0,43.0,7.0,1.0,0.3940435280641466,0.009163802978235968,0.0,1.0,0.8443271767810027,1.5
Attrited Customer,38,2,33,1,4,4,32938.0,2089,30849.0,0.72,1137,26,0.23800000000000002,0.063,1,1,0,0,0,0,0,1,0,0,0,1,0,4,1,0,0,0,43.73076923076923,6.6,4.0,0.0345194000850082,0.0007893618313194486,0.06342218713947416,0.9365778128605259,3.025210084033613,1.0
Existing Customer,48,4,44,6,2,4,6710.0,1942,4768.0,0.777,1727,37,0.85,0.289,0,1,0,0,0,0,1,0,0,0,0,0,1,2,1,0,0,0,46.67567567567568,8.8,0.6666666666666666,0.2573770491803279,0.005514157973174367,0.2894187779433681,0.7105812220566319,0.9141176470588236,2.0
Existing Customer,38,1,36,6,3,4,2507.0,1544,963.0,0.9059999999999999,1999,34,0.789,0.616,0,1,0,0,1,0,0,0,0,0,1,0,0,3,1,0,0,0,58.794117647058826,7.2,0.6666666666666666,0.7973673713601914,0.013562026326286399,0.6158755484642999,0.3841244515357,1.1482889733840302,1.3333333333333333
Attrited Customer,65,0,56,3,6,3,6184.0,0,6184.0,1.016,1712,27,0.28600000000000003,0.0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,63.407407407407405,14.0,1.0,0.276843467011643,0.004366106080206986,0.0,1.0,3.552447552447552,0.5
Existing Customer,36,2,29,6,3,4,2029.0,1190,839.0,0.628,1802,40,0.48100000000000004,0.586,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,45.05,5.8,0.6666666666666666,0.8881222276983736,0.019714144898965006,0.586495810744209,0.413504189255791,1.3056133056133055,1.3333333333333333
Existing Customer,35,3,17,6,3,2,16659.0,0,16659.0,1.012,2551,74,0.609,0.0,0,1,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,1,34.472972972972975,5.666666666666667,0.3333333333333333,0.1531304400024011,0.00444204333993637,0.0,1.0,1.6617405582922824,0.6666666666666666
Existing Customer,58,1,46,4,2,2,2203.0,1394,809.0,0.57,1788,45,0.364,0.633,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,39.733333333333334,15.333333333333334,0.5,0.8116205174761688,0.020426690876078075,0.6327734906945075,0.3672265093054925,1.565934065934066,1.0
Existing Customer,54,3,38,4,2,4,5122.0,1642,3480.0,0.935,1908,39,0.696,0.321,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,48.92307692307692,7.6,1.0,0.3725107379929715,0.007614213197969543,0.3205778992581023,0.6794221007418977,1.3433908045977012,2.0
Existing Customer,53,1,48,4,1,3,3074.0,2390,684.0,0.42100000000000004,1377,38,0.583,0.777,0,1,0,0,1,0,0,0,0,0,1,0,0,4,1,0,0,0,36.23684210526316,12.0,0.75,0.4479505530253741,0.01236174365647365,0.7774886141834743,0.2225113858165257,0.7221269296740996,3.0
Existing Customer,38,3,36,4,3,2,2584.0,0,2584.0,0.593,1843,28,0.647,0.0,0,1,0,0,0,0,1,0,0,0,1,0,0,3,1,0,0,0,65.82142857142857,12.0,0.5,0.7132352941176471,0.010835913312693499,0.0,1.0,0.9165378670788252,0.6666666666666666
Existing Customer,31,1,26,4,1,2,2037.0,0,2037.0,0.88,2563,64,0.6409999999999999,0.0,0,1,0,0,0,0,0,0,1,0,0,1,0,2,1,0,0,0,40.046875,8.666666666666666,0.5,1.2582228767795778,0.031418753068237604,0.0,1.0,1.372854914196568,2.0
Existing Customer,34,1,29,4,3,2,14938.0,1412,13526.0,0.677,1930,36,0.636,0.095,0,1,0,0,1,0,0,0,0,0,1,0,0,5,1,0,0,0,53.611111111111114,9.666666666666666,0.5,0.1292006962110055,0.0024099611728477708,0.09452403266836257,0.9054759673316375,1.0644654088050316,0.6666666666666666
Existing Customer,38,3,31,6,1,2,2014.0,896,1118.0,1.055,2460,52,0.857,0.445,0,1,0,0,0,0,0,0,1,0,1,0,0,3,1,0,0,0,47.30769230769231,10.333333333333334,0.3333333333333333,1.221449851042701,0.025819265143992055,0.4448857994041708,0.5551142005958292,1.2310385064177363,2.0
Attrited Customer,39,2,34,3,4,3,1818.0,0,1818.0,0.6509999999999999,2054,55,0.774,0.0,1,1,0,0,0,1,0,0,0,0,0,1,0,3,1,0,0,0,37.345454545454544,8.5,1.0,1.12981298129813,0.030253025302530254,0.0,1.0,0.8410852713178293,0.75
Existing Customer,37,2,36,4,1,4,14926.0,0,14926.0,0.635,2405,55,0.667,0.0,0,1,0,0,1,0,0,0,0,0,0,1,0,4,1,0,0,0,43.72727272727273,7.2,1.0,0.1611282326142302,0.003684845236500067,0.0,1.0,0.952023988005997,4.0
Existing Customer,51,1,43,4,3,2,2827.0,1308,1519.0,0.79,3291,55,0.618,0.46299999999999997,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,59.836363636363636,14.333333333333334,0.5,1.1641315882561019,0.019455252918287938,0.46268128758401134,0.5373187124159887,1.27831715210356,0.6666666666666666
Existing Customer,53,3,42,3,2,4,2773.0,1507,1266.0,1.06,1197,25,1.083,0.5429999999999999,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,47.88,8.4,1.3333333333333333,0.43166245943021997,0.009015506671474938,0.5434547421565092,0.4565452578434908,0.9787626962142199,2.0
Existing Customer,53,0,41,3,3,2,16033.0,560,15473.0,0.963,1158,31,1.067,0.035,0,1,0,0,1,0,0,0,0,0,1,0,0,4,1,0,0,0,37.354838709677416,13.666666666666666,0.6666666666666666,0.07222603380527662,0.0019335121312293395,0.03492796108027194,0.965072038919728,0.9025304592314902,0.6666666666666666
Existing Customer,65,1,54,5,3,4,3213.0,2517,696.0,0.507,1855,39,0.773,0.7829999999999999,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,47.56410256410256,10.8,0.8,0.5773420479302832,0.012138188608776844,0.7833800186741363,0.2166199813258637,0.6558861578266494,1.3333333333333333
Existing Customer,33,3,26,5,1,3,3616.0,0,3616.0,0.912,3133,72,1.0,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,43.513888888888886,6.5,0.6,0.8664269911504425,0.01991150442477876,0.0,1.0,0.912,3.0
Existing Customer,37,3,30,6,1,3,5924.0,1023,4901.0,0.765,3305,80,0.778,0.17300000000000001,0,1,0,1,0,0,0,0,0,0,0,1,0,3,1,0,0,0,41.3125,7.5,0.5,0.5579000675219447,0.01350438892640108,0.17268737339635382,0.8273126266036462,0.9832904884318766,3.0
Existing Customer,47,4,41,5,3,4,14535.0,0,14535.0,0.711,2970,76,0.6890000000000001,0.0,0,1,0,0,1,0,0,0,0,0,1,0,0,2,1,0,0,0,39.078947368421055,8.2,0.8,0.2043343653250774,0.00522875816993464,0.0,1.0,1.0319303338171262,1.3333333333333333
Existing Customer,59,0,49,6,2,4,2833.0,1609,1224.0,0.78,1335,23,1.3,0.568,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,58.04347826086956,9.8,0.6666666666666666,0.4712319096364278,0.008118602188492764,0.567949170490646,0.43205082950935403,0.6,2.0
Existing Customer,59,0,49,5,2,3,1479.0,601,878.0,0.607,1621,32,0.6,0.406,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,50.65625,12.25,0.6,1.0960108181203516,0.021636240703177823,0.40635564570655847,0.5936443542934415,1.0116666666666667,1.5
Existing Customer,34,3,29,3,1,4,1617.0,1347,270.0,0.73,2546,55,0.7190000000000001,0.833,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,46.29090909090909,5.8,1.3333333333333333,1.5745207173778601,0.034013605442176874,0.8330241187384044,0.16697588126159554,1.015299026425591,4.0
Existing Customer,26,0,13,4,4,4,2237.0,451,1786.0,0.8370000000000001,2192,36,0.44,0.20199999999999999,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,60.888888888888886,2.6,1.0,0.9798837729101475,0.016092981671881983,0.2016092981671882,0.7983907018328118,1.9022727272727273,1.0
Existing Customer,45,4,40,3,3,3,2900.0,1782,1118.0,1.351,4686,64,0.561,0.614,0,1,1,0,0,0,0,0,0,0,0,1,0,5,1,0,0,0,73.21875,10.0,1.0,1.6158620689655172,0.022068965517241378,0.6144827586206897,0.38551724137931037,2.4081996434937607,1.0
Existing Customer,54,2,45,4,3,2,13126.0,2086,11040.0,0.659,1836,37,0.762,0.159,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,49.62162162162162,15.0,0.5,0.13987505713850373,0.002818832850830413,0.15892122504952003,0.84107877495048,0.8648293963254593,0.6666666666666666
Existing Customer,52,2,40,6,1,3,8695.0,1407,7288.0,0.634,2030,58,0.706,0.162,0,1,0,0,0,0,1,0,0,0,0,1,0,4,1,0,0,0,35.0,10.0,0.5,0.23346751006325475,0.006670500287521564,0.1618171362852214,0.8381828637147786,0.8980169971671389,3.0
Existing Customer,47,3,41,6,3,4,6692.0,1897,4795.0,1.035,3902,76,0.6890000000000001,0.28300000000000003,0,1,0,0,0,1,0,0,0,0,1,0,0,2,1,0,0,0,51.3421052631579,8.2,0.6666666666666666,0.5830842797369994,0.011356843992827256,0.2834728033472803,0.7165271966527197,1.502177068214804,1.3333333333333333
Existing Customer,57,4,36,3,1,2,2159.0,1004,1155.0,0.603,1353,30,0.111,0.465,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,45.1,12.0,0.6666666666666666,0.6266790180639185,0.013895321908290875,0.4650301065308013,0.5349698934691987,5.4324324324324325,2.0
Existing Customer,34,5,27,5,2,2,2501.0,1909,592.0,0.956,1850,34,1.125,0.763,0,1,0,0,1,0,0,0,0,0,1,0,0,3,1,0,0,0,54.411764705882355,9.0,0.4,0.7397041183526589,0.013594562175129948,0.7632946821271491,0.23670531787285087,0.8497777777777777,1.0
Existing Customer,36,0,27,3,3,2,6338.0,2379,3959.0,0.624,1715,39,0.5,0.375,0,1,1,0,0,0,0,0,0,0,1,0,0,4,1,0,0,0,43.97435897435897,9.0,0.6666666666666666,0.2705900915115178,0.006153360681603029,0.3753550015777848,0.6246449984222152,1.248,0.6666666666666666
Attrited Customer,36,0,30,1,3,4,2190.0,0,2190.0,0.9079999999999999,1412,38,0.583,0.0,1,0,0,0,0,0,0,1,0,1,0,0,0,2,1,0,0,0,37.1578947368421,6.0,4.0,0.6447488584474886,0.017351598173515982,0.0,1.0,1.5574614065180103,1.3333333333333333
Existing Customer,57,3,49,4,2,3,7578.0,1628,5950.0,0.721,1325,29,1.2309999999999999,0.215,0,0,0,0,0,0,0,1,0,0,1,0,0,2,1,0,0,0,45.689655172413794,12.25,0.75,0.17484824491950382,0.003826867247294801,0.2148324096067564,0.7851675903932436,0.5857026807473599,1.5
Existing Customer,29,1,18,4,3,2,2963.0,1466,1497.0,1.3780000000000001,2523,48,0.846,0.495,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,52.5625,6.0,0.5,0.8515018562267972,0.01619979750253122,0.4947688153898076,0.5052311846101923,1.628841607565012,0.6666666666666666
Existing Customer,37,3,20,3,3,3,8260.0,2077,6183.0,1.167,2323,47,0.621,0.251,0,1,0,0,1,0,0,0,0,0,1,0,0,4,1,0,0,0,49.42553191489362,5.0,1.0,0.2812348668280872,0.0056900726392251815,0.25145278450363195,0.748547215496368,1.8792270531400967,1.0
Attrited Customer,46,2,36,3,4,3,8309.0,858,7451.0,0.888,1165,35,0.4,0.10300000000000001,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,33.285714285714285,9.0,1.0,0.14020941148152605,0.004212299915754001,0.10326152364905525,0.8967384763509447,2.2199999999999998,0.75
Existing Customer,55,0,35,5,1,4,3864.0,1901,1963.0,0.289,1018,32,0.391,0.49200000000000005,0,1,0,0,0,1,0,0,0,0,1,0,0,4,1,0,0,0,31.8125,7.0,0.8,0.2634575569358178,0.008281573498964804,0.4919772256728778,0.5080227743271222,0.7391304347826086,4.0
Existing Customer,56,3,47,6,3,3,10230.0,1082,9148.0,0.6579999999999999,1484,34,0.545,0.106,0,1,0,0,1,0,0,0,0,0,1,0,0,4,1,0,0,0,43.64705882352941,11.75,0.5,0.1450635386119257,0.0033235581622678397,0.10576735092864126,0.8942326490713588,1.2073394495412841,1.0
Attrited Customer,32,0,27,3,3,4,22382.0,0,22382.0,0.418,695,10,0.25,0.0,1,1,0,0,0,1,0,0,0,0,1,0,0,5,1,0,0,0,69.5,5.4,1.3333333333333333,0.031051738003753014,0.00044678759717630236,0.0,1.0,1.672,1.3333333333333333
Existing Customer,39,4,36,6,3,2,25790.0,1798,23992.0,0.973,2443,70,0.556,0.07,0,1,0,0,0,0,0,1,0,0,1,0,0,5,1,0,0,0,34.9,12.0,0.3333333333333333,0.09472663823187281,0.002714230321830167,0.069716944552152,0.930283055447848,1.7499999999999998,0.6666666666666666
Existing Customer,63,1,53,6,1,3,2675.0,2517,158.0,0.9570000000000001,1959,56,1.0,0.941,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,34.982142857142854,13.25,0.5,0.7323364485981309,0.020934579439252338,0.9409345794392523,0.059065420560747664,0.9570000000000001,3.0
Existing Customer,49,3,38,3,3,4,1652.0,812,840.0,0.5479999999999999,1771,47,0.516,0.49200000000000005,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,37.680851063829785,7.6,1.3333333333333333,1.0720338983050848,0.028450363196125907,0.4915254237288136,0.5084745762711864,1.0620155038759689,1.3333333333333333
Existing Customer,38,2,26,4,1,3,5815.0,1698,4117.0,0.8959999999999999,1604,42,0.44799999999999995,0.292,0,1,0,0,0,1,0,0,0,0,1,0,0,3,1,0,0,0,38.19047619047619,6.5,0.75,0.27583834909716254,0.007222699914015477,0.29200343938091144,0.7079965606190886,2.0,3.0
Existing Customer,60,0,52,5,1,2,2595.0,2189,406.0,0.276,1562,27,0.174,0.8440000000000001,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,57.851851851851855,17.333333333333332,0.4,0.6019267822736031,0.010404624277456647,0.8435452793834297,0.15645472061657031,1.5862068965517244,2.0
Existing Customer,38,3,36,5,2,3,3421.0,2308,1113.0,2.037,2269,39,1.053,0.675,0,1,0,0,0,0,0,1,0,0,1,0,0,3,1,0,0,0,58.17948717948718,9.0,0.6,0.6632563577901198,0.01140017538731365,0.6746565331774335,0.3253434668225665,1.9344729344729346,1.5
Existing Customer,63,2,51,4,2,3,6922.0,1704,5218.0,0.278,1449,28,0.217,0.24600000000000002,0,1,0,0,0,1,0,0,0,0,1,0,0,4,1,0,0,0,51.75,12.75,0.75,0.20933256284310892,0.004045073678127709,0.24617162669748627,0.7538283733025137,1.2811059907834104,1.5
Existing Customer,43,2,36,6,2,4,6979.0,898,6081.0,0.565,1665,44,0.375,0.129,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,37.84090909090909,7.2,0.6666666666666666,0.23857286144146725,0.0063046281702249605,0.1286717294741367,0.8713282705258633,1.5066666666666666,2.0
Existing Customer,39,2,34,4,3,4,2594.0,0,2594.0,0.526,1457,43,0.387,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,33.883720930232556,6.8,1.0,0.561680801850424,0.016576715497301466,0.0,1.0,1.3591731266149871,1.3333333333333333
Existing Customer,35,4,24,5,2,4,16915.0,1679,15236.0,0.8340000000000001,2795,55,0.833,0.099,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,50.81818181818182,4.8,0.8,0.16523795447827372,0.00325155187703222,0.09926101093703814,0.9007389890629619,1.0012004801920769,2.0
Attrited Customer,45,2,39,3,4,4,34516.0,0,34516.0,1.014,1041,27,0.35,0.0,1,1,1,0,0,0,0,0,0,1,0,0,0,4,1,0,0,0,38.55555555555556,7.8,1.3333333333333333,0.030159925831498437,0.0007822459149379998,0.0,1.0,2.8971428571428572,1.0
Existing Customer,35,1,29,4,2,2,2523.0,1877,646.0,1.631,2005,50,1.1740000000000002,0.7440000000000001,0,0,0,0,1,0,0,0,0,0,1,0,0,2,1,0,0,0,40.1,9.666666666666666,0.5,0.7946888624653191,0.019817677368212445,0.7439556084026953,0.2560443915973048,1.3892674616695058,1.0
Attrited Customer,48,3,39,2,4,3,6235.0,0,6235.0,0.848,1225,34,0.478,0.0,1,0,0,0,1,0,0,0,0,0,1,0,0,2,1,0,0,0,36.029411764705884,9.75,1.5,0.19647153167602247,0.00545308740978348,0.0,1.0,1.7740585774058577,0.75
Existing Customer,26,1,13,6,2,4,1473.0,0,1473.0,0.813,2099,39,0.857,0.0,0,1,0,0,0,1,0,0,0,0,0,1,0,2,1,0,0,0,53.82051282051282,2.6,0.6666666666666666,1.4249830278343516,0.026476578411405296,0.0,1.0,0.9486581096849475,2.0
Existing Customer,36,3,26,3,2,3,17116.0,939,16177.0,1.575,2547,45,0.731,0.055,0,1,1,0,0,0,0,0,0,0,1,0,0,5,1,0,0,0,56.6,6.5,1.0,0.1488081327412947,0.002629118953026408,0.05486094881981771,0.9451390511801823,2.1545827633378933,1.5
Existing Customer,37,2,17,5,3,2,4631.0,1991,2640.0,1.669,2864,37,0.9470000000000001,0.43,0,1,1,0,0,0,0,0,0,0,1,0,0,4,1,0,0,0,77.4054054054054,5.666666666666667,0.4,0.6184409414813216,0.007989635068019866,0.42992874109263657,0.5700712589073634,1.7624076029567053,0.6666666666666666
Existing Customer,39,2,19,3,3,2,3047.0,2150,897.0,0.882,1602,37,1.3119999999999998,0.706,0,1,0,0,0,0,0,0,1,0,1,0,0,3,1,0,0,0,43.2972972972973,6.333333333333333,0.6666666666666666,0.5257630456186413,0.012143091565474237,0.7056120774532327,0.2943879225467673,0.6722560975609757,0.6666666666666666
Existing Customer,49,4,37,5,2,2,32338.0,1664,30674.0,0.919,3013,83,0.7659999999999999,0.051,0,1,0,0,0,1,0,0,0,1,0,0,0,4,1,0,0,0,36.30120481927711,12.333333333333334,0.4,0.09317211948790896,0.0025666398664110335,0.05145649081575855,0.9485435091842415,1.199738903394256,1.0
